id,SrcField,SrcFile
WA_PT058,AAC,IDM00013.shp
WA_PT157,AAC,IDM00013.shp
WA_PT158,AAC,IDM00013.shp
WA_PT059,AAC,IDM00013.shp
WA_PT159,AAC,IDM00013.shp
WA_PT060,AAC,IDM00013.shp
WA_PT160,AAC,IDM00013.shp
WA_PT162,AAC,IDM00013.shp
WA_PT061,AAC,IDM00013.shp
WA_PT235,AAC,IDM00013.shp
WA_PT165,AAC,IDM00013.shp
WA_PT226,AAC,IDM00013.shp
WA_PT227,AAC,IDM00013.shp
WA_PT166,AAC,IDM00013.shp
WA_PT062,AAC,IDM00013.shp
WA_PT167,AAC,IDM00013.shp
WA_PT168,AAC,IDM00013.shp
WA_PT228,AAC,IDM00013.shp
WA_PT229,AAC,IDM00013.shp
WA_PT169,AAC,IDM00013.shp
WA_PT170,AAC,IDM00013.shp
WA_PT171,AAC,IDM00013.shp
WA_PT172,AAC,IDM00013.shp
WA_PT173,AAC,IDM00013.shp
WA_PT230,AAC,IDM00013.shp
WA_PT063,AAC,IDM00013.shp
WA_PT174,AAC,IDM00013.shp
WA_PT231,AAC,IDM00013.shp
WA_PT260,AAC,IDM00013.shp
WA_PT261,AAC,IDM00013.shp
WA_PT232,AAC,IDM00013.shp
WA_PT175,AAC,IDM00013.shp
WA_PT233,AAC,IDM00013.shp
WA_PT176,AAC,IDM00013.shp
WA_PT234,AAC,IDM00013.shp
WA_PT280,AAC,IDM00013.shp
WA_PT281,AAC,IDM00013.shp
WA_PT282,AAC,IDM00013.shp
WA_PT283,AAC,IDM00013.shp
WA_PT284,AAC,IDM00013.shp
WA_PT285,AAC,IDM00013.shp
WA_PT286,AAC,IDM00013.shp
WA_PT287,AAC,IDM00013.shp
WA_PT289,AAC,IDM00013.shp
WA_PT288,AAC,IDM00013.shp
WA_PT290,AAC,IDM00013.shp
WA_PT291,AAC,IDM00013.shp
WA_PT177,AAC,IDM00013.shp
WA_PT064,AAC,IDM00013.shp
WA_PT071,AAC,IDM00013.shp
WA_PT077,AAC,IDM00013.shp
WA_PT080,AAC,IDM00013.shp
WA_PT185,AAC,IDM00013.shp
WA_PT186,AAC,IDM00013.shp
WA_PT187,AAC,IDM00013.shp
WA_PT098,AAC,IDM00013.shp
WA_PT120,AAC,IDM00013.shp
WA_PT217,AAC,IDM00013.shp
WA_PT139,AAC,IDM00013.shp
WA_PT140,AAC,IDM00013.shp
WA_PT218,AAC,IDM00013.shp
WA_PT244,AAC,IDM00013.shp
WA_PT155,AAC,IDM00013.shp
WA_PT246,AAC,IDM00013.shp
WA_PT247,AAC,IDM00013.shp
WA_PT161,AAC,IDM00013.shp
WA_PT243,AAC,IDM00013.shp
WA_PT163,AAC,IDM00013.shp
WA_PT225,AAC,IDM00013.shp
WA_PT164,AAC,IDM00013.shp
WA_PT245,AAC,IDM00013.shp
WA_PT236,AAC,IDM00013.shp
WA_PT237,AAC,IDM00013.shp
WA_PT238,AAC,IDM00013.shp
WA_PT239,AAC,IDM00013.shp
WA_PT240,AAC,IDM00013.shp
WA_PT241,AAC,IDM00013.shp
WA_PT292,AAC,IDM00013.shp
WA_PT293,AAC,IDM00013.shp
WA_PT242,AAC,IDM00013.shp
WA_PT401,AAC,IDM00013.shp
WA_PT400,AAC,IDM00013.shp
TAS_PW002,AAC_PW,IDM00013.shp
TAS_PW003,AAC_PW,IDM00013.shp
TAS_PW010,AAC_PW,IDM00013.shp
TAS_PW004,AAC_PW,IDM00013.shp
TAS_PW005,AAC_PW,IDM00013.shp
TAS_PW009,AAC_PW,IDM00013.shp
TAS_PW007,AAC_PW,IDM00013.shp
TAS_PW008,AAC_PW,IDM00013.shp
TAS_PW006,AAC_PW,IDM00013.shp
TAS_PW001,AAC_PW,IDM00013.shp
TAS_PW011,AAC_PW,IDM00013.shp
SA_PW001,AAC_PW,IDM00013.shp
SA_PW013,AAC_PW,IDM00013.shp
SA_PW014,AAC_PW,IDM00013.shp
SA_PW008,AAC_PW,IDM00013.shp
SA_PW004,AAC_PW,IDM00013.shp
SA_PW003,AAC_PW,IDM00013.shp
SA_PW015,AAC_PW,IDM00013.shp
SA_PW010,AAC_PW,IDM00013.shp
SA_PW006,AAC_PW,IDM00013.shp
SA_PW007,AAC_PW,IDM00013.shp
SA_PW012,AAC_PW,IDM00013.shp
SA_PW002,AAC_PW,IDM00013.shp
SA_PW009,AAC_PW,IDM00013.shp
SA_PW005,AAC_PW,IDM00013.shp
SA_PW011,AAC_PW,IDM00013.shp
VIC_PW007,AAC_PW,IDM00013.shp
VIC_PW009,AAC_PW,IDM00013.shp
VIC_PW005,AAC_PW,IDM00013.shp
VIC_PW004,AAC_PW,IDM00013.shp
VIC_PW003,AAC_PW,IDM00013.shp
VIC_PW008,AAC_PW,IDM00013.shp
VIC_PW002,AAC_PW,IDM00013.shp
VIC_PW001,AAC_PW,IDM00013.shp
VIC_PW006,AAC_PW,IDM00013.shp
NT_PW003,AAC_PW,IDM00013.shp
NT_PW001,AAC_PW,IDM00013.shp
NT_PW008,AAC_PW,IDM00013.shp
NT_PW004,AAC_PW,IDM00013.shp
NT_PW007,AAC_PW,IDM00013.shp
NT_PW009,AAC_PW,IDM00013.shp
NT_PW006,AAC_PW,IDM00013.shp
NT_PW005,AAC_PW,IDM00013.shp
NT_PW002,AAC_PW,IDM00013.shp
QLD_PW005,AAC_PW,IDM00013.shp
QLD_PW015,AAC_PW,IDM00013.shp
QLD_PW013,AAC_PW,IDM00013.shp
QLD_PW004,AAC_PW,IDM00013.shp
QLD_PW012,AAC_PW,IDM00013.shp
QLD_PW001,AAC_PW,IDM00013.shp
QLD_PW011,AAC_PW,IDM00013.shp
QLD_PW007,AAC_PW,IDM00013.shp
QLD_PW009,AAC_PW,IDM00013.shp
QLD_PW008,AAC_PW,IDM00013.shp
QLD_PW006,AAC_PW,IDM00013.shp
QLD_PW014,AAC_PW,IDM00013.shp
QLD_PW002,AAC_PW,IDM00013.shp
QLD_PW010,AAC_PW,IDM00013.shp
QLD_PW003,AAC_PW,IDM00013.shp
NSW_PW001,AAC_PW,IDM00013.shp
NSW_PW004,AAC_PW,IDM00013.shp
NSW_PW011,AAC_PW,IDM00013.shp
NSW_PW012,AAC_PW,IDM00013.shp
NSW_PW016,AAC_PW,IDM00013.shp
NSW_PW015,AAC_PW,IDM00013.shp
NSW_PW002,AAC_PW,IDM00013.shp
NSW_PW003,AAC_PW,IDM00013.shp
NSW_PW008,AAC_PW,IDM00013.shp
NSW_PW014,AAC_PW,IDM00013.shp
NSW_PW005,AAC_PW,IDM00013.shp
NSW_PW006,AAC_PW,IDM00013.shp
NSW_PW007,AAC_PW,IDM00013.shp
NSW_PW009,AAC_PW,IDM00013.shp
NSW_PW010,AAC_PW,IDM00013.shp
NSW_PW013,AAC_PW,IDM00013.shp
NSW_PW017,AAC_PW,IDM00013.shp
WA_PW011,AAC_PW,IDM00013.shp
WA_PW001,AAC_PW,IDM00013.shp
WA_PW009,AAC_PW,IDM00013.shp
WA_PW010,AAC_PW,IDM00013.shp
WA_PW008,AAC_PW,IDM00013.shp
WA_PW006,AAC_PW,IDM00013.shp
WA_PW005,AAC_PW,IDM00013.shp
WA_PW002,AAC_PW,IDM00013.shp
WA_PW014,AAC_PW,IDM00013.shp
WA_PW003,AAC_PW,IDM00013.shp
WA_PW013,AAC_PW,IDM00013.shp
WA_PW007,AAC_PW,IDM00013.shp
WA_PW004,AAC_PW,IDM00013.shp
WA_PW012,AAC_PW,IDM00013.shp
TAS_FW002,AAC_FW,IDM00013.shp
TAS_FW003,AAC_FW,IDM00013.shp
TAS_FW010,AAC_FW,IDM00013.shp
TAS_FW004,AAC_FW,IDM00013.shp
TAS_FW005,AAC_FW,IDM00013.shp
TAS_FW009,AAC_FW,IDM00013.shp
TAS_FW007,AAC_FW,IDM00013.shp
TAS_FW008,AAC_FW,IDM00013.shp
TAS_FW006,AAC_FW,IDM00013.shp
TAS_FW001,AAC_FW,IDM00013.shp
TAS_FW011,AAC_FW,IDM00013.shp
SA_FW001,AAC_FW,IDM00013.shp
SA_FW013,AAC_FW,IDM00013.shp
SA_FW014,AAC_FW,IDM00013.shp
SA_FW008,AAC_FW,IDM00013.shp
SA_FW004,AAC_FW,IDM00013.shp
SA_FW003,AAC_FW,IDM00013.shp
SA_FW015,AAC_FW,IDM00013.shp
SA_FW010,AAC_FW,IDM00013.shp
SA_FW006,AAC_FW,IDM00013.shp
SA_FW007,AAC_FW,IDM00013.shp
SA_FW012,AAC_FW,IDM00013.shp
SA_FW002,AAC_FW,IDM00013.shp
SA_FW009,AAC_FW,IDM00013.shp
SA_FW005,AAC_FW,IDM00013.shp
SA_FW011,AAC_FW,IDM00013.shp
VIC_FW007,AAC_FW,IDM00013.shp
VIC_FW009,AAC_FW,IDM00013.shp
VIC_FW005,AAC_FW,IDM00013.shp
VIC_FW004,AAC_FW,IDM00013.shp
VIC_FW003,AAC_FW,IDM00013.shp
VIC_FW008,AAC_FW,IDM00013.shp
VIC_FW002,AAC_FW,IDM00013.shp
VIC_FW001,AAC_FW,IDM00013.shp
VIC_FW006,AAC_FW,IDM00013.shp
NT_FW006,AAC_FW,IDM00013.shp
NT_FW002,AAC_FW,IDM00013.shp
NT_FW001,AAC_FW,IDM00013.shp
NT_FW018,AAC_FW,IDM00013.shp
NT_FW005,AAC_FW,IDM00013.shp
NT_FW009,AAC_FW,IDM00013.shp
NT_FW008,AAC_FW,IDM00013.shp
NT_FW014,AAC_FW,IDM00013.shp
NT_FW017,AAC_FW,IDM00013.shp
NT_FW015,AAC_FW,IDM00013.shp
NT_FW020,AAC_FW,IDM00013.shp
NT_FW019,AAC_FW,IDM00013.shp
NT_FW013,AAC_FW,IDM00013.shp
NT_FW012,AAC_FW,IDM00013.shp
NT_FW011,AAC_FW,IDM00013.shp
NT_FW010,AAC_FW,IDM00013.shp
NT_FW007,AAC_FW,IDM00013.shp
NT_FW004,AAC_FW,IDM00013.shp
NT_FW003,AAC_FW,IDM00013.shp
QLD_FW005,AAC_FW,IDM00013.shp
QLD_FW015,AAC_FW,IDM00013.shp
QLD_FW013,AAC_FW,IDM00013.shp
QLD_FW004,AAC_FW,IDM00013.shp
QLD_FW012,AAC_FW,IDM00013.shp
QLD_FW001,AAC_FW,IDM00013.shp
QLD_FW011,AAC_FW,IDM00013.shp
QLD_FW007,AAC_FW,IDM00013.shp
QLD_FW009,AAC_FW,IDM00013.shp
QLD_FW008,AAC_FW,IDM00013.shp
QLD_FW006,AAC_FW,IDM00013.shp
QLD_FW014,AAC_FW,IDM00013.shp
QLD_FW002,AAC_FW,IDM00013.shp
QLD_FW010,AAC_FW,IDM00013.shp
QLD_FW003,AAC_FW,IDM00013.shp
NSW_FW001,AAC_FW,IDM00013.shp
NSW_FW011,AAC_FW,IDM00013.shp
NSW_FW013,AAC_FW,IDM00013.shp
NSW_FW012,AAC_FW,IDM00013.shp
NSW_FW021,AAC_FW,IDM00013.shp
NSW_FW002,AAC_FW,IDM00013.shp
NSW_FW014,AAC_FW,IDM00013.shp
NSW_FW003,AAC_FW,IDM00013.shp
NSW_FW015,AAC_FW,IDM00013.shp
NSW_FW010,AAC_FW,IDM00013.shp
NSW_FW019,AAC_FW,IDM00013.shp
NSW_FW020,AAC_FW,IDM00013.shp
NSW_FW004,AAC_FW,IDM00013.shp
NSW_FW005,AAC_FW,IDM00013.shp
NSW_FW009,AAC_FW,IDM00013.shp
NSW_FW016,AAC_FW,IDM00013.shp
NSW_FW017,AAC_FW,IDM00013.shp
NSW_FW018,AAC_FW,IDM00013.shp
NSW_FW008,AAC_FW,IDM00013.shp
NSW_FW006,AAC_FW,IDM00013.shp
NSW_FW007,AAC_FW,IDM00013.shp
WA_FW085,AAC_FW,IDM00013.shp
WA_FW041,AAC_FW,IDM00013.shp
WA_FW066,AAC_FW,IDM00013.shp
WA_FW069,AAC_FW,IDM00013.shp
WA_FW055,AAC_FW,IDM00013.shp
WA_FW056,AAC_FW,IDM00013.shp
WA_FW079,AAC_FW,IDM00013.shp
WA_FW082,AAC_FW,IDM00013.shp
WA_FW046,AAC_FW,IDM00013.shp
WA_FW058,AAC_FW,IDM00013.shp
WA_FW043,AAC_FW,IDM00013.shp
WA_FW088,AAC_FW,IDM00013.shp
WA_FW067,AAC_FW,IDM00013.shp
WA_FW048,AAC_FW,IDM00013.shp
WA_FW071,AAC_FW,IDM00013.shp
WA_FW075,AAC_FW,IDM00013.shp
WA_FW072,AAC_FW,IDM00013.shp
WA_FW050,AAC_FW,IDM00013.shp
WA_FW084,AAC_FW,IDM00013.shp
WA_FW051,AAC_FW,IDM00013.shp
WA_FW068,AAC_FW,IDM00013.shp
WA_FW061,AAC_FW,IDM00013.shp
WA_FW086,AAC_FW,IDM00013.shp
WA_FW083,AAC_FW,IDM00013.shp
WA_FW042,AAC_FW,IDM00013.shp
WA_FW057,AAC_FW,IDM00013.shp
WA_FW045,AAC_FW,IDM00013.shp
WA_FW044,AAC_FW,IDM00013.shp
WA_FW063,AAC_FW,IDM00013.shp
WA_FW080,AAC_FW,IDM00013.shp
WA_FW049,AAC_FW,IDM00013.shp
WA_FW077,AAC_FW,IDM00013.shp
WA_FW081,AAC_FW,IDM00013.shp
WA_FW053,AAC_FW,IDM00013.shp
WA_FW052,AAC_FW,IDM00013.shp
WA_FW064,AAC_FW,IDM00013.shp
WA_FW074,AAC_FW,IDM00013.shp
WA_FW078,AAC_FW,IDM00013.shp
WA_FW076,AAC_FW,IDM00013.shp
WA_FW047,AAC_FW,IDM00013.shp
WA_FW059,AAC_FW,IDM00013.shp
WA_FW087,AAC_FW,IDM00013.shp
WA_FW060,AAC_FW,IDM00013.shp
WA_FW070,AAC_FW,IDM00013.shp
WA_FW054,AAC_FW,IDM00013.shp
WA_FW073,AAC_FW,IDM00013.shp
TAS_PT051,AAC_FCST,IDM00013.shp
TAS_PT052,AAC_FCST,IDM00013.shp
TAS_PT021,AAC_FCST,IDM00013.shp
TAS_PT048,AAC_FCST,IDM00013.shp
TAS_PT004,AAC_FCST,IDM00013.shp
TAS_PT012,AAC_FCST,IDM00013.shp
TAS_PT026,AAC_FCST,IDM00013.shp
TAS_PT050,AAC_FCST,IDM00013.shp
TAS_PT055,AAC_FCST,IDM00013.shp
SA_PT045,AAC_FCST,IDM00013.shp
SA_PT055,AAC_FCST,IDM00013.shp
SA_PT105,AAC_FCST,IDM00013.shp
SA_PT028,AAC_FCST,IDM00013.shp
SA_PT030,AAC_FCST,IDM00013.shp
SA_PT013,AAC_FCST,IDM00013.shp
VIC_PT019,AAC_FCST,IDM00013.shp
VIC_PT022,AAC_FCST,IDM00013.shp
VIC_PT023,AAC_FCST,IDM00013.shp
VIC_PT036,AAC_FCST,IDM00013.shp
VIC_PT037,AAC_FCST,IDM00013.shp
VIC_PT042,AAC_FCST,IDM00013.shp
VIC_PT046,AAC_FCST,IDM00013.shp
VIC_PT048,AAC_FCST,IDM00013.shp
VIC_PT054,AAC_FCST,IDM00013.shp
VIC_PT065,AAC_FCST,IDM00013.shp
VIC_PT073,AAC_FCST,IDM00013.shp
VIC_PT078,AAC_FCST,IDM00013.shp
VIC_PT081,AAC_FCST,IDM00013.shp
VIC_PT084,AAC_FCST,IDM00013.shp
VIC_PT004,AAC_FCST,IDM00013.shp
VIC_PT005,AAC_FCST,IDM00013.shp
VIC_PT008,AAC_FCST,IDM00013.shp
VIC_PT014,AAC_FCST,IDM00013.shp
VIC_PT027,AAC_FCST,IDM00013.shp
VIC_PT029,AAC_FCST,IDM00013.shp
VIC_PT043,AAC_FCST,IDM00013.shp
VIC_PT066,AAC_FCST,IDM00013.shp
VIC_PT068,AAC_FCST,IDM00013.shp
VIC_PT071,AAC_FCST,IDM00013.shp
VIC_PT075,AAC_FCST,IDM00013.shp
VIC_PT077,AAC_FCST,IDM00013.shp
VIC_PT082,AAC_FCST,IDM00013.shp
VIC_PT025,AAC_FCST,IDM00013.shp
VIC_PT047,AAC_FCST,IDM00013.shp
NT_PT013,AAC_FCST,IDM00013.shp
NT_PT005,AAC_FCST,IDM00013.shp
NT_PT009,AAC_FCST,IDM00013.shp
NT_PT004,AAC_FCST,IDM00013.shp
NT_PT010,AAC_FCST,IDM00013.shp
NT_PT006,AAC_FCST,IDM00013.shp
NT_PT011,AAC_FCST,IDM00013.shp
NT_PT007,AAC_FCST,IDM00013.shp
NT_PT008,AAC_FCST,IDM00013.shp
QLD_PT014,AAC_FCST,IDM00013.shp
QLD_PT004,AAC_FCST,IDM00013.shp
QLD_PT001,AAC_FCST,IDM00013.shp
QLD_PT005,AAC_FCST,IDM00013.shp
QLD_PT006,AAC_FCST,IDM00013.shp
QLD_PT007,AAC_FCST,IDM00013.shp
QLD_PT008,AAC_FCST,IDM00013.shp
QLD_PT009,AAC_FCST,IDM00013.shp
QLD_PT010,AAC_FCST,IDM00013.shp
QLD_PT011,AAC_FCST,IDM00013.shp
QLD_PT012,AAC_FCST,IDM00013.shp
QLD_PT013,AAC_FCST,IDM00013.shp
QLD_PT024,AAC_FCST,IDM00013.shp
QLD_PT015,AAC_FCST,IDM00013.shp
QLD_PT016,AAC_FCST,IDM00013.shp
QLD_PT017,AAC_FCST,IDM00013.shp
QLD_PT018,AAC_FCST,IDM00013.shp
QLD_PT019,AAC_FCST,IDM00013.shp
QLD_PT020,AAC_FCST,IDM00013.shp
QLD_PT021,AAC_FCST,IDM00013.shp
QLD_PT022,AAC_FCST,IDM00013.shp
QLD_PT023,AAC_FCST,IDM00013.shp
NSW_PT079,AAC_FCST,IDM00013.shp
NSW_PT148,AAC_FCST,IDM00013.shp
NSW_PT003,AAC_FCST,IDM00013.shp
NSW_PT134,AAC_FCST,IDM00013.shp
NSW_PT021,AAC_FCST,IDM00013.shp
NSW_PT032,AAC_FCST,IDM00013.shp
NSW_PT119,AAC_FCST,IDM00013.shp
NSW_PT136,AAC_FCST,IDM00013.shp
NSW_PT102,AAC_FCST,IDM00013.shp
NSW_PT047,AAC_FCST,IDM00013.shp
NSW_PT109,AAC_FCST,IDM00013.shp
NSW_PT060,AAC_FCST,IDM00013.shp
NSW_PT072,AAC_FCST,IDM00013.shp
NSW_PT018,AAC_FCST,IDM00013.shp
NSW_PT055,AAC_FCST,IDM00013.shp
NSW_PT150,AAC_FCST,IDM00013.shp
NSW_PT011,AAC_FCST,IDM00013.shp
NSW_PT013,AAC_FCST,IDM00013.shp
NSW_PT036,AAC_FCST,IDM00013.shp
NSW_PT033,AAC_FCST,IDM00013.shp
NSW_PT054,AAC_FCST,IDM00013.shp
NSW_PT115,AAC_FCST,IDM00013.shp
NSW_PT162,AAC_FCST,IDM00013.shp
SA_PT001,AAC_FCST,IDM00013.shp
VIC_PT064,AAC_FCST,IDM00013.shp
WA_PT001,AAC_FCST,IDM00013.shp
WA_PT002,AAC_FCST,IDM00013.shp
WA_PT003,AAC_FCST,IDM00013.shp
WA_PT004,AAC_FCST,IDM00013.shp
WA_PT005,AAC_FCST,IDM00013.shp
WA_PT006,AAC_FCST,IDM00013.shp
WA_PT007,AAC_FCST,IDM00013.shp
WA_PT008,AAC_FCST,IDM00013.shp
WA_PT009,AAC_FCST,IDM00013.shp
WA_PT010,AAC_FCST,IDM00013.shp
WA_PT011,AAC_FCST,IDM00013.shp
WA_PT012,AAC_FCST,IDM00013.shp
WA_PT013,AAC_FCST,IDM00013.shp
WA_PT014,AAC_FCST,IDM00013.shp
WA_PT015,AAC_FCST,IDM00013.shp
WA_PT283,AAC_FCST,IDM00013.shp
WA_PT029,AAC_FCST,IDM00013.shp
TAS_MW002,AAC_MW,IDM00013.shp
TAS_MW003,AAC_MW,IDM00013.shp
TAS_MW004,AAC_MW,IDM00013.shp
TAS_MW005,AAC_MW,IDM00013.shp
TAS_MW006,AAC_MW,IDM00013.shp
TAS_MW007,AAC_MW,IDM00013.shp
TAS_MW008,AAC_MW,IDM00013.shp
TAS_MW001,AAC_MW,IDM00013.shp
SA_MW004,AAC_MW,IDM00013.shp
SA_MW002,AAC_MW,IDM00013.shp
SA_MW005,AAC_MW,IDM00013.shp
SA_MW003,AAC_MW,IDM00013.shp
SA_MW006 SA_MW011,AAC_MW,IDM00013.shp
SA_MW001,AAC_MW,IDM00013.shp
SA_MW006,AAC_MW,IDM00013.shp
SA_MW007,AAC_MW,IDM00013.shp
SA_MW008,AAC_MW,IDM00013.shp
VIC_MW001 VIC_MW009,AAC_MW,IDM00013.shp
VIC_MW005 VIC_MW008,AAC_MW,IDM00013.shp
VIC_MW003 VIC_MW010,AAC_MW,IDM00013.shp
VIC_MW004,AAC_MW,IDM00013.shp
VIC_MW002,AAC_MW,IDM00013.shp
VIC_MW002 VIC_MW010,AAC_MW,IDM00013.shp
NT_MW005,AAC_MW,IDM00013.shp
NT_MW004,AAC_MW,IDM00013.shp
NT_MW001,AAC_MW,IDM00013.shp
NT_MW002,AAC_MW,IDM00013.shp
NT_MW006,AAC_MW,IDM00013.shp
QLD_MW006,AAC_MW,IDM00013.shp
QLD_MW013,AAC_MW,IDM00013.shp
QLD_MW007,AAC_MW,IDM00013.shp
QLD_MW004,AAC_MW,IDM00013.shp
QLD_MW015,AAC_MW,IDM00013.shp
QLD_MW003,AAC_MW,IDM00013.shp
QLD_MW005,AAC_MW,IDM00013.shp
QLD_MW012,AAC_MW,IDM00013.shp
QLD_MW016,AAC_MW,IDM00013.shp
QLD_MW008,AAC_MW,IDM00013.shp
QLD_MW009,AAC_MW,IDM00013.shp
QLD_MW001,AAC_MW,IDM00013.shp
QLD_MW002,AAC_MW,IDM00013.shp
QLD_MW014,AAC_MW,IDM00013.shp
QLD_MW011,AAC_MW,IDM00013.shp
NSW_MW009,AAC_MW,IDM00013.shp
NSW_MW002 NSW_MW010,AAC_MW,IDM00013.shp
NSW_MW004,AAC_MW,IDM00013.shp
NSW_MW001 NSW_MW010,AAC_MW,IDM00013.shp
NSW_MW005 NSW_MW011,AAC_MW,IDM00013.shp
NSW_MW003,AAC_MW,IDM00013.shp
NSW_MW008,AAC_MW,IDM00013.shp
NSW_MW007 NSW_MW011,AAC_MW,IDM00013.shp
NSW_MW006 NSW_MW011,AAC_MW,IDM00013.shp
WA_MW007,AAC_MW,IDM00013.shp
WA_MW002,AAC_MW,IDM00013.shp
WA_MW003,AAC_MW,IDM00013.shp
WA_MW010,AAC_MW,IDM00013.shp
WA_MW015,AAC_MW,IDM00013.shp
WA_MW005,AAC_MW,IDM00013.shp
WA_MW004,AAC_MW,IDM00013.shp
WA_MW014,AAC_MW,IDM00013.shp
WA_MW001,AAC_MW,IDM00013.shp
WA_MW006,AAC_MW,IDM00013.shp
WA_MW012,AAC_MW,IDM00013.shp
WA_MW013,AAC_MW,IDM00013.shp
WA_MW009,AAC_MW,IDM00013.shp
TAS_ME002,AAC_ME,IDM00013.shp
TAS_ME003,AAC_ME,IDM00013.shp
TAS_ME001,AAC_ME,IDM00013.shp
SA_ME001 SA_ME002 SA_ME003,AAC_ME,IDM00013.shp
SA_ME002,AAC_ME,IDM00013.shp
VIC_ME002 VIC_ME004,AAC_ME,IDM00013.shp
VIC_ME003 VIC_ME004,AAC_ME,IDM00013.shp
VIC_ME001 VIC_ME004 VIC_ME009,AAC_ME,IDM00013.shp
VIC_ME001 VIC_ME004 VIC_ME006,AAC_ME,IDM00013.shp
VIC_ME001 VIC_ME004 VIC_ME005,AAC_ME,IDM00013.shp
VIC_ME001 VIC_ME004 VIC_ME010,AAC_ME,IDM00013.shp
VIC_ME004,AAC_ME,IDM00013.shp
VIC_ME001 VIC_ME004 VIC_ME008,AAC_ME,IDM00013.shp
VIC_ME001 VIC_ME004 VIC_ME007,AAC_ME,IDM00013.shp
NT_ME001,AAC_ME,IDM00013.shp
NT_ME003,AAC_ME,IDM00013.shp
NT_ME004,AAC_ME,IDM00013.shp
NT_ME002,AAC_ME,IDM00013.shp
QLD_ME001,AAC_ME,IDM00013.shp
QLD_ME002,AAC_ME,IDM00013.shp
QLD_ME003,AAC_ME,IDM00013.shp
NSW_ME008,AAC_ME,IDM00013.shp
NSW_ME005 NSW_ME008,AAC_ME,IDM00013.shp
NSW_ME004 NSW_ME008,AAC_ME,IDM00013.shp
NSW_ME001 NSW_ME008 NSW_ME012,AAC_ME,IDM00013.shp
NSW_ME001 NSW_ME008 NSW_ME011,AAC_ME,IDM00013.shp
NSW_ME002 NSW_ME008,AAC_ME,IDM00013.shp
NSW_ME003 NSW_ME008,AAC_ME,IDM00013.shp
NSW_ME009,AAC_ME,IDM00013.shp
NSW_ME006 NSW_ME009 NSW_ME010,AAC_ME,IDM00013.shp
NSW_ME007,AAC_ME,IDM00013.shp
WA_ME001,AAC_ME,IDM00013.shp
TAS_CW002,AAC_CW,IDM00013.shp
TAS_CW003,AAC_CW,IDM00013.shp
TAS_CW004,AAC_CW,IDM00013.shp
TAS_CW005,AAC_CW,IDM00013.shp
TAS_CW006,AAC_CW,IDM00013.shp
TAS_CW007,AAC_CW,IDM00013.shp
TAS_CW008,AAC_CW,IDM00013.shp
TAS_CW001,AAC_CW,IDM00013.shp
SA_CW004,AAC_CW,IDM00013.shp
SA_CW002,AAC_CW,IDM00013.shp
SA_CW006,AAC_CW,IDM00013.shp
SA_CW003,AAC_CW,IDM00013.shp
SA_CW007 SA_CW015,AAC_CW,IDM00013.shp
SA_CW001,AAC_CW,IDM00013.shp
SA_CW008,AAC_CW,IDM00013.shp
SA_CW009,AAC_CW,IDM00013.shp
SA_CW011,AAC_CW,IDM00013.shp
VIC_CW001,AAC_CW,IDM00013.shp
VIC_CW014,AAC_CW,IDM00013.shp
VIC_CW010,AAC_CW,IDM00013.shp
VIC_CW011,AAC_CW,IDM00013.shp
VIC_CW020,AAC_CW,IDM00013.shp
VIC_CW019,AAC_CW,IDM00013.shp
VIC_CW009,AAC_CW,IDM00013.shp
VIC_CW006,AAC_CW,IDM00013.shp
NT_CW008,AAC_CW,IDM00013.shp
NT_CW006,AAC_CW,IDM00013.shp
NT_CW002,AAC_CW,IDM00013.shp
NT_CW003,AAC_CW,IDM00013.shp
NT_CW001,AAC_CW,IDM00013.shp
NT_CW005,AAC_CW,IDM00013.shp
NT_CW007,AAC_CW,IDM00013.shp
NT_CW010,AAC_CW,IDM00013.shp
QLD_CW028,AAC_CW,IDM00013.shp
QLD_CW024,AAC_CW,IDM00013.shp
QLD_CW015,AAC_CW,IDM00013.shp
QLD_CW027,AAC_CW,IDM00013.shp
QLD_CW038,AAC_CW,IDM00013.shp
QLD_CW013,AAC_CW,IDM00013.shp
QLD_CW007,AAC_CW,IDM00013.shp
QLD_CW010,AAC_CW,IDM00013.shp
QLD_CW036,AAC_CW,IDM00013.shp
QLD_CW037,AAC_CW,IDM00013.shp
QLD_CW032,AAC_CW,IDM00013.shp
QLD_CW008,AAC_CW,IDM00013.shp
QLD_CW026,AAC_CW,IDM00013.shp
QLD_CW030,AAC_CW,IDM00013.shp
QLD_CW018,AAC_CW,IDM00013.shp
QLD_CW002,AAC_CW,IDM00013.shp
QLD_CW019,AAC_CW,IDM00013.shp
QLD_CW003,AAC_CW,IDM00013.shp
QLD_CW017,AAC_CW,IDM00013.shp
QLD_CW001,AAC_CW,IDM00013.shp
QLD_CW035,AAC_CW,IDM00013.shp
QLD_CW022,AAC_CW,IDM00013.shp
QLD_CW033,AAC_CW,IDM00013.shp
QLD_CW006,AAC_CW,IDM00013.shp
QLD_CW020,AAC_CW,IDM00013.shp
NSW_CW021,AAC_CW,IDM00013.shp
NSW_CW004,AAC_CW,IDM00013.shp
NSW_CW009,AAC_CW,IDM00013.shp
NSW_CW001,AAC_CW,IDM00013.shp
NSW_CW011,AAC_CW,IDM00013.shp
NSW_CW007,AAC_CW,IDM00013.shp
NSW_CW005,AAC_CW,IDM00013.shp
